"TIME_UTC	 P	 T	 TAS	 U	 V	 W	 TEDR	 REYN	 G_LAT	 G_LONG	 G_ALT	 POT	 ROLL	 HDG	 PITCH                                                                                                                   "
"66667.57	68031	28279	12768	257	732	-708	-917	556	3732784	-12177285	33714	31569	-2875	9702	1370"
"66668.57	67903	28274	12771	248	745	-729	-1009	557	3732766	-12177141	33868	31580	-2932	9486	1361"
"66669.57	67775	28262	12772	241	753	-735	-774	557	3732754	-12176998	34023	31584	-2980	9262	1351"
"66670.57	67641	28253	12759	246	745	-765	-983	557	3732746	-12176853	34176	31592	-3030	9024	1359"
"66671.57	67516	28243	12747	249	734	-767	-1008	556	3732742	-12176708	34329	31597	-3046	8786	1358"
"66672.57	67395	28233	12758	233	729	-752	-856	556	3732743	-12176563	34480	31603	-2788	8572	1343"
"66673.57	67283	28225	12767	217	733	-698	-917	555	3732748	-12176417	34631	31608	-1911	8465	1352"
"66674.57	67170	28216	12770	205	754	-524	-846	556	3732757	-12176272	34776	31614	-983	8471	1384"
"66675.57	67061	28208	12773	192	773	-316	-987	557	3732769	-12176126	34923	31619	-447	8526	1399"
"66676.57	66940	28203	12777	184	784	-219	-977	557	3732784	-12175981	35073	31630	-425	8547	1404"
"66677.57	66814	28196	12772	185	785	-214	-940	558	3732798	-12175838	35228	31640	-505	8515	1402"
"66678.57	66693	28194	12777	178	780	-223	-889	557	3732813	-12175693	35385	31654	-516	8480	1389"
"66679.57	66564	28188	12776	177	772	-219	-781	556	3732829	-12175548	35542	31664	-282	8472	1383"
"66680.57	66437	28177	12729	223	763	-226	-841	557	3732845	-12175403	35699	31669	-208	8479	1390"
"66681.57	66311	28180	12700	250	776	-266	-903	558	3732861	-12175258	35855	31689	-237	8474	1398"
"66682.57	66188	28172	12713	232	792	-185	-837	558	3732877	-12175113	36010	31697	-247	8475	1388"
"66683.57	66058	28161	12711	230	804	-139	-876	559	3732895	-12174969	36165	31703	-229	8473	1401"
"66684.57	65934	28153	12696	240	820	-140	-821	560	3732911	-12174826	36320	31711	-201	8482	1396"
"66685.57	65809	28157	12668	268	818	-156	-847	560	3732928	-12174679	36475	31732	-204	8478	1400"
"66686.57	65688	28171	12639	292	816	-86	-1028	560	3732945	-12174536	36630	31764	-192	8468	1394"
"66687.57	65566	28174	12633	297	810	-85	-902	560	3732962	-12174392	36785	31785	-320	8460	1388"
"66688.57	65441	28164	12633	299	798	-138	-860	559	3732979	-12174248	36939	31792	-285	8432	1387"
"66689.57	65317	28157	12626	305	783	-188	-997	558	3732996	-12174104	37092	31801	-293	8420	1385"
"66690.57	65194	28164	12624	309	771	-211	-924	558	3733014	-12173959	37244	31825	-191	8416	1371"
"66691.57	65078	28170	12652	283	762	-228	-896	557	3733031	-12173815	37394	31849	-206	8408	1352"
"66692.57	64965	28171	12682	258	758	-261	-859	556	3733049	-12173671	37542	31865	-230	8403	1335"
"66693.57	64856	28163	12679	269	746	-293	-876	556	3733066	-12173527	37689	31872	-175	8396	1315"
"66694.57	64747	28157	12665	293	748	-328	-1038	556	3733084	-12173382	37835	31880	-190	8387	1295"
"66695.57	64637	28150	12668	301	755	-367	-755	557	3733102	-12173237	37979	31887	-133	8400	1295"
"66696.57	64530	28140	12692	290	750	-400	-804	556	3733120	-12173092	38120	31892	-195	8394	1283"
"66697.57	64428	28131	12713	284	743	-427	-874	555	3733138	-12172947	38259	31897	-190	8389	1280"
"66698.57	64334	28122	12731	282	733	-383	-989	555	3733156	-12172802	38395	31899	-188	8382	1275"
"66699.57	64236	28119	12761	265	732	-304	-946	554	3733175	-12172657	38528	31909	-177	8380	1269"
"66700.57	64133	28117	12767	273	736	-315	-807	555	3733193	-12172512	38657	31922	-203	8382	1263"
"66701.57	64036	28112	12759	296	748	-288	-820	556	3733211	-12172366	38782	31930	-80	8386	1258"
"66702.57	63940	28107	12751	320	756	-278	-868	557	3733230	-12172221	38904	31938	-124	8402	1247"
"66703.57	63847	28096	12755	337	762	-279	-808	557	3733249	-12172074	39022	31939	-158	8397	1226"
"66704.57	63759	28088	12755	358	773	-253	-923	558	3733267	-12171927	39139	31943	-141	8389	1192"
"66705.57	63671	28082	12754	387	781	-242	-897	559	3733286	-12171781	39255	31948	-157	8404	1173"
"66706.57	63586	28074	12767	405	782	-224	-906	559	3733304	-12171633	39370	31951	-131	8399	1160"
"66707.57	63499	28067	12776	427	792	-227	-836	560	3733323	-12171486	39483	31955	-150	8400	1150"
"66708.57	63422	28057	12801	437	802	-193	-1134	561	3733341	-12171338	39607	31956	-172	8411	1132"
"66709.57	63344	28049	12842	433	803	-148	-923	561	3733360	-12171191	39726	31957	-158	8403	1117"
"66710.57	63269	28041	12881	433	809	-163	-970	561	3733380	-12171042	39840	31959	-172	8404	1105"
"66711.57	63194	28033	12907	446	814	-156	-776	562	3733399	-12170893	39949	31961	-91	8415	1097"
"66712.57	63122	28026	12942	452	819	-155	-850	562	3733418	-12170744	40052	31963	-134	8421	1098"
"66713.57	63050	28019	12980	455	818	-146	-861	562	3733437	-12170592	40152	31966	-116	8422	1095"
"66714.57	62982	28012	13017	458	818	-169	-980	562	3733457	-12170443	40247	31967	-154	8417	1092"
"66715.57	62907	28003	13050	464	826	-179	-945	562	3733476	-12170291	40338	31968	-145	8424	1089"
"66716.57	62836	27996	13091	463	824	-131	-1006	562	3733495	-12170139	40424	31970	-175	8418	1086"
"66717.57	62762	27990	13140	455	813	-206	-835	561	3733514	-12169986	40509	31974	-169	8413	1096"
"66718.57	62687	27981	13172	459	812	-165	-954	562	3733535	-12169834	40596	31975	-116	8413	1103"
"66719.57	62614	27975	13215	452	818	-121	-1010	562	3733554	-12169683	40688	31979	-92	8424	1099"
"66720.57	62540	27967	13247	453	829	-195	-986	562	3733574	-12169528	40781	31980	-42	8438	1097"
"66721.57	62466	27960	13279	456	824	-118	-1173	562	3733593	-12169374	40876	31983	-142	8441	1100"
"66722.57	62389	27954	13320	451	820	-91	-1047	561	3733612	-12169221	40973	31988	-162	8427	1094"
"66723.57	62311	27945	13343	460	824	-229	-1036	562	3733631	-12169067	41070	31989	-102	8432	1113"
"66724.57	62239	27935	13378	457	821	-121	-818	562	3733650	-12168912	41169	31988	-81	8447	1094"
"66725.57	62181	27925	13423	446	830	-75	-788	562	3733670	-12168756	41270	31985	-128	8439	1032"
"66726.57	62105	27917	13453	459	834	-185	-793	562	3733690	-12168601	41368	31987	-145	8442	1005"
"66727.57	62036	27909	13499	458	838	-151	-782	562	3733709	-12168444	41463	31988	-129	8446	988"
"66728.57	61975	27901	13546	461	836	-235	-842	562	3733728	-12168286	41556	31988	-214	8439	969"
"66729.57	61910	27894	13578	478	840	-221	-796	563	3733747	-12168129	41646	31990	-275	8423	954"
"66730.57	61850	27887	13621	487	843	-202	-842	563	3733766	-12167971	41733	31990	-258	8422	965"
"66731.57	61799	27879	13678	481	844	-217	-946	563	3733786	-12167813	41814	31988	-214	8424	922"
"66732.57	61757	27870	13743	474	850	-63	-867	563	3733806	-12167654	41890	31984	-227	8419	840"
"66733.57	61709	27864	13799	484	852	-55	-924	563	3733825	-12167494	41960	31985	-152	8415	813"
"66734.57	61670	27859	13863	491	848	-142	-807	564	3733845	-12167334	42029	31985	-134	8425	793"
"66735.57	61634	27854	13928	502	853	-173	-862	564	3733865	-12167173	42092	31985	-189	8420	776"
"66736.57	61603	27850	13995	510	857	-183	-878	564	3733885	-12167011	42148	31985	-145	8415	764"
"66737.57	61573	27846	14060	521	858	-201	-790	564	3733907	-12166847	42222	31985	-159	8427	758"
"66738.57	61542	27842	14134	524	858	-163	-828	564	3733929	-12166682	42274	31985	-110	8422	741"
"66739.57	61511	27839	14218	516	858	-199	-870	564	3733950	-12166516	42303	31985	-151	8422	760"
"66740.57	61474	27835	14290	517	858	-195	-878	564	3733971	-12166352	42334	31987	-78	8432	779"
"66741.57	61437	27831	14361	514	856	-206	-839	564	3733991	-12166184	42364	31988	-124	8433	804"
"66742.57	61406	27826	14437	503	856	-182	-884	564	3734011	-12166017	42406	31986	-194	8427	803"
"66743.57	61364	27820	14504	497	856	-150	-1130	564	3734031	-12165849	42451	31986	-160	8420	814"
"66744.57	61326	27815	14562	500	855	-137	-925	564	3734052	-12165682	42499	31985	-186	8423	806"
"66745.57	61280	27809	14622	501	850	-93	-848	563	3734072	-12165512	42551	31985	-120	8418	805"
"66746.57	61234	27803	14678	503	849	-103	-921	564	3734092	-12165343	42606	31986	-145	8422	810"
"66747.57	61189	27798	14736	503	851	-87	-877	564	3734113	-12165172	42665	31986	-120	8422	798"
"66748.57	61148	27791	14793	503	857	-104	-916	564	3734132	-12165001	42730	31985	-177	8418	797"
"66749.57	61105	27785	14857	496	862	-76	-1019	564	3734153	-12164829	42798	31984	-162	8412	783"
"66750.57	61058	27779	14918	495	858	-110	-908	564	3734174	-12164658	42861	31984	-164	8410	769"
"66751.57	61010	27774	14978	495	846	-116	-898	563	3734194	-12164485	42924	31985	-168	8411	779"
"66752.57	60966	27768	15044	486	842	-130	-831	563	3734214	-12164312	42986	31985	-136	8413	777"
"66753.57	60921	27763	15100	485	849	-82	-997	563	3734235	-12164137	43047	31986	-99	8414	776"
"66754.57	60875	27758	15153	485	881	-84	-820	564	3734256	-12163963	43110	31987	-79	8431	774"
"66755.57	60834	27752	15210	483	909	-51	-841	566	3734276	-12163788	43173	31986	-47	8435	734"
"66756.57	60789	27747	15264	488	911	-39	-762	565	3734297	-12163610	43236	31987	-126	8432	727"
"66757.57	60749	27741	15321	492	917	-52	-749	566	3734317	-12163434	43296	31987	-94	8438	706"
"66758.57	60711	27737	15384	492	913	-39	-755	565	3734338	-12163257	43353	31987	-40	8443	702"
"66759.57	60671	27732	15445	496	899	-67	-837	565	3734358	-12163079	43408	31988	-43	8451	701"
"66760.57	60633	27727	15504	498	900	-29	-888	565	3734379	-12162900	43460	31988	-56	8457	703"
"66761.57	60594	27723	15564	498	909	-2	-777	566	3734400	-12162722	43513	31989	-107	8461	703"
"66762.57	60555	27717	15622	501	908	6	-798	565	3734420	-12162541	43565	31988	-72	8471	701"
"66763.57	60515	27713	15675	506	910	26	-892	565	3734440	-12162359	43619	31989	-28	8474	697"
"66764.57	60474	27708	15728	511	908	22	-848	565	3734461	-12162178	43673	31989	-90	8483	715"
"66765.57	60437	27702	15787	511	910	52	-821	565	3734481	-12161995	43729	31989	-84	8483	689"
"66766.57	60396	27697	15835	520	913	41	-877	566	3734501	-12161813	43785	31990	-48	8491	685"
"66767.57	60354	27694	15885	529	909	46	-807	566	3734521	-12161630	43842	31992	-86	8501	676"
"66768.57	60305	27690	15946	526	915	50	-861	566	3734541	-12161445	43898	31995	-122	8492	687"
"66769.57	60262	27688	16017	513	888	53	-868	565	3734560	-12161259	43954	31999	-94	8498	676"
"66770.57	60221	27685	16085	503	886	63	-709	564	3734580	-12161074	44012	32002	-46	8501	668"
"66771.57	60167	27683	16128	512	889	-21	-897	564	3734600	-12160887	44070	32008	-50	8517	735"
"66772.57	60108	27678	16155	532	870	-125	-857	564	3734620	-12160699	44129	32011	-236	8513	797"
"66773.57	60051	27674	16199	520	885	-69	-901	565	3734639	-12160514	44192	32015	-165	8500	833"
"66774.57	59996	27670	16229	515	911	76	-768	566	3734659	-12160325	44260	32018	-104	8516	822"
"66775.57	59927	27667	16249	525	908	61	-867	565	3734680	-12160137	44333	32025	-95	8519	827"
"66776.57	59853	27664	16284	516	909	58	-997	565	3734699	-12159948	44418	32034	-158	8514	833"
"66777.57	59777	27657	16311	515	910	15	-940	565	3734719	-12159761	44511	32037	-109	8523	836"
"66778.57	59707	27650	16350	501	925	4	-1013	566	3734739	-12159571	44616	32040	-95	8529	788"
"66779.57	59633	27644	16405	478	930	-88	-813	565	3734758	-12159381	44730	32044	-144	8525	773"
"66780.57	59565	27640	16454	463	932	-147	-1013	565	3734778	-12159193	44846	32050	-113	8533	762"
"66781.57	59497	27636	16486	465	924	-159	-823	565	3734797	-12159002	44956	32056	-219	8526	767"
"66782.57	59435	27629	16518	465	927	-150	-790	565	3734816	-12158810	45060	32057	-196	8516	763"
"66783.57	59374	27624	16535	483	919	-197	-906	565	3734836	-12158619	45161	32061	-131	8525	766"
"66784.57	59311	27618	16560	490	915	-107	-1075	565	3734855	-12158428	45259	32064	-171	8515	757"
"66785.57	59248	27611	16599	485	912	-145	-859	565	3734875	-12158235	45355	32065	-162	8516	740"
"66786.57	59186	27605	16632	489	904	-69	-906	564	3734895	-12158044	45449	32068	-120	8513	726"
"66787.57	59127	27599	16663	494	908	-109	-817	564	3734914	-12157851	45540	32070	-161	8516	723"
"66788.57	59069	27593	16701	496	893	-22	-760	564	3734934	-12157659	45628	32072	-72	8516	705"
"66789.57	59019	27586	16740	499	889	86	-902	564	3734954	-12157465	45713	32071	-76	8520	638"
"66790.57	58970	27580	16790	502	890	35	-777	564	3734974	-12157273	45794	32073	-115	8521	584"
"66791.57	58927	27575	16839	508	890	73	-1014	564	3734993	-12157078	45867	32073	-76	8521	585"
"66792.57	58891	27571	16887	517	897	48	-887	565	3735013	-12156883	45929	32074	-77	8533	584"
"66793.57	58859	27568	16934	528	893	78	-1118	564	3735032	-12156687	45982	32076	-135	8525	570"
"66794.57	58828	27566	16986	536	888	79	-882	565	3735052	-12156493	46024	32077	-133	8525	558"
"66795.57	58798	27563	17041	541	883	116	-1197	564	3735072	-12156294	46061	32079	-80	8526	544"
"66796.57	58777	27560	17096	548	882	131	-894	565	3735092	-12156098	46095	32079	-111	8529	533"
"66797.57	58752	27555	17161	545	879	122	-932	564	3735113	-12155899	46128	32077	-148	8523	527"
"66798.57	58726	27552	17221	547	877	79	-1009	564	3735133	-12155699	46158	32078	-105	8526	529"
"66799.57	58703	27549	17279	550	873	86	-949	564	3735153	-12155500	46187	32078	-62	8531	526"
"66800.57	58677	27547	17332	558	870	73	-890	564	3735172	-12155300	46218	32079	-106	8534	526"
"66801.57	58655	27545	17384	566	869	87	-1031	564	3735193	-12155099	46249	32080	-100	8531	524"
"66802.57	58629	27543	17440	569	874	79	-908	565	3735212	-12154896	46282	32082	-126	8536	519"
"66803.57	58604	27539	17497	572	873	65	-866	565	3735232	-12154695	46315	32082	-146	8528	513"
"66804.57	58575	27536	17549	578	868	28	-829	565	3735252	-12154492	46348	32083	-142	8529	535"
"66805.57	58550	27533	17601	582	866	59	-928	565	3735273	-12154289	46382	32083	-96	8531	543"
"66806.57	58519	27529	17651	583	866	83	-861	565	3735293	-12154084	46418	32083	-139	8528	552"
"66807.57	58486	27525	17700	585	863	94	-938	565	3735313	-12153879	46457	32084	-88	8531	549"
"66808.57	58453	27521	17753	583	859	61	-920	564	3735333	-12153673	46498	32085	-118	8530	554"
"66809.57	58419	27519	17801	583	861	72	-929	564	3735353	-12153466	46542	32087	-149	8528	557"
"66810.57	58382	27516	17845	587	862	28	-923	565	3735374	-12153260	46590	32089	-268	8520	556"
"66811.57	58345	27513	17890	589	856	-2	-887	564	3735394	-12153053	46642	32092	-199	8511	554"
"66812.57	58309	27510	17932	593	851	-37	-864	564	3735415	-12152845	46693	32094	-137	8509	565"
"66813.57	58273	27508	17974	596	848	-94	-1085	564	3735435	-12152636	46745	32098	-142	8512	565"
"66814.57	58233	27506	18018	596	845	-47	-882	564	3735456	-12152430	46799	32101	-143	8504	559"
"66815.57	58202	27501	18061	596	853	45	-899	565	3735476	-12152219	46854	32101	-146	8502	513"
"66816.57	58165	27496	18117	591	859	18	-916	564	3735497	-12152009	46906	32100	-140	8501	470"
"66817.57	58138	27493	18170	594	856	-48	-1025	564	3735518	-12151799	46956	32101	-115	8501	458"
"66818.57	58117	27491	18221	601	848	-100	-1081	564	3735539	-12151589	47002	32103	-219	8492	458"
"66819.57	58096	27490	18273	605	840	-122	-808	564	3735560	-12151376	47042	32104	-229	8486	493"
"66820.57	58056	27485	18321	603	832	-186	-770	564	3735581	-12151165	47074	32105	-209	8482	587"
"66821.57	57998	27481	18348	604	830	-247	-852	564	3735603	-12150950	47115	32109	-228	8481	716"
"66822.57	57945	27474	18348	615	824	-191	-833	564	3735625	-12150737	47161	32110	-178	8475	792"
"66823.57	57860	27469	18339	620	831	-206	-966	564	3735648	-12150525	47224	32116	-209	8473	867"
"66824.57	57748	27460	18319	622	838	-292	-830	564	3735671	-12150312	47318	32124	-203	8467	976"
"66825.57	57620	27451	18303	602	847	-280	-947	564	3735693	-12150099	47451	32134	-169	8474	1064"
"66826.57	57484	27443	18268	587	844	-285	-886	563	3735717	-12149887	47614	32146	-144	8477	1149"
"66827.57	57338	27433	18210	583	853	-274	-908	564	3735740	-12149677	47802	32158	-210	8470	1199"
"66828.57	57151	27421	18140	581	872	-296	-974	564	3735761	-12149466	48039	32173	-149	8475	1291"
"66829.57	56955	27404	18070	565	882	-275	-913	564	3735783	-12149257	48300	32185	-184	8481	1385"
"66830.57	56753	27388	17975	557	919	-248	-841	565	3735805	-12149053	48591	32199	-163	8482	1458"
"66831.57	56538	27368	17843	575	974	-213	-931	567	3735826	-12148846	48912	32210	-136	8507	1530"
"66832.57	56308	27346	17705	590	1039	-212	-846	569	3735848	-12148643	49260	32222	-139	8526	1593"
"66833.57	56077	27329	17548	625	1001	-107	-905	569	3735868	-12148441	49628	32241	-113	8529	1630"
"66834.57	55853	27308	17393	659	941	27	-747	567	3735890	-12148240	50002	32253	-157	8490	1582"
"66835.57	55619	27286	17292	654	867	55	-986	565	3735910	-12148040	50374	32266	-129	8469	1462"
"66836.57	55383	27272	17198	643	874	45	-781	565	3735931	-12147844	50737	32288	-166	8438	1408"
"66837.57	55161	27263	17085	667	915	42	-893	566	3735952	-12147647	51088	32314	-153	8474	1323"
"66838.57	54966	27261	16981	704	880	68	-955	566	3735971	-12147449	51423	32344	-173	8445	1230"
"66839.57	54789	27269	16952	675	896	90	-875	566	3735991	-12147251	51732	32384	-204	8454	1136"
"66840.57	54634	27274	16958	632	861	90	-845	563	3736011	-12147055	52002	32416	-148	8443	1078"
"66841.57	54491	27270	16903	651	877	74	-991	564	3736031	-12146857	52257	32435	-249	8439	1102"
"66842.57	54355	27258	16839	683	890	75	-861	565	3736051	-12146659	52499	32444	-227	8437	1101"
"66843.57	54230	27244	16785	704	888	98	-844	566	3736070	-12146464	52726	32449	-193	8435	1108"
"66844.57	54105	27233	16720	736	902	137	-846	567	3736091	-12146269	52953	32457	-170	8437	1126"
"66845.57	53973	27226	16689	729	932	168	-810	567	3736111	-12146073	53169	32472	-191	8443	1127"
"66846.57	53851	27215	16671	715	942	246	-686	568	3736132	-12145880	53372	32479	-96	8455	1080"
"66847.57	53731	27204	16651	714	925	276	-899	567	3736154	-12145685	53561	32487	-67	8456	992"
"66848.57	53614	27195	16655	697	943	270	-783	567	3736176	-12145491	53741	32496	-59	8461	956"
"66849.57	53511	27183	16635	713	955	224	-806	567	3736197	-12145296	53909	32500	-125	8465	935"
"66850.57	53412	27172	16627	720	945	197	-804	567	3736218	-12145104	54066	32504	-78	8461	927"
"66851.57	53316	27163	16653	695	945	109	-765	567	3736239	-12144908	54210	32510	-144	8469	915"
"66852.57	53220	27153	16681	669	951	-23	-1042	567	3736261	-12144715	54344	32515	-190	8462	941"
"66853.57	53124	27144	16705	643	963	-50	-885	566	3736282	-12144520	54468	32521	-156	8465	939"
"66854.57	53041	27137	16725	621	951	-37	-998	565	3736304	-12144326	54582	32527	-113	8473	939"
"66855.57	52950	27134	16734	613	927	-36	-1030	564	3736327	-12144132	54689	32540	-148	8463	939"
"66856.57	52859	27129	16717	629	917	-55	-784	564	3736350	-12143936	54785	32549	-141	8455	942"
"66857.57	52779	27119	16691	653	924	-5	-749	565	3736375	-12143746	54797	32551	-92	8463	915"
"66858.57	52696	27109	16676	671	939	-29	-886	565	3736398	-12143550	54882	32555	-111	8466	882"
"66859.57	52614	27101	16664	692	942	-107	-845	566	3736420	-12143357	54990	32559	-148	8467	865"
"66860.57	52532	27093	16671	696	949	-145	-925	566	3736442	-12143164	55103	32563	-170	8468	859"
"66861.57	52455	27084	16676	701	958	-172	-805	567	3736463	-12142968	55215	32567	-114	8476	851"
"66862.57	52392	27077	16697	695	977	-119	-788	567	3736485	-12142775	55326	32569	-141	8483	815"
"66863.57	52333	27070	16729	684	987	-158	-990	567	3736506	-12142577	55432	32572	-148	8477	743"
"66864.57	52265	27064	16756	685	992	-231	-1094	567	3736527	-12142384	55530	32576	-121	8486	753"
"66865.57	52208	27058	16787	681	1007	-285	-875	568	3736548	-12142187	55619	32579	-135	8492	751"
"66866.57	52150	27052	16822	673	1018	-279	-853	568	3736570	-12141990	55699	32583	-92	8502	769"
"66867.57	52103	27048	16860	663	1000	-259	-847	567	3736591	-12141795	55772	32585	-139	8496	769"
"66868.57	52047	27043	16904	643	1001	-267	-869	567	3736613	-12141597	55842	32589	-204	8489	773"
"66869.57	51995	27039	16930	639	1016	-217	-967	567	3736634	-12141400	55911	32595	-141	8497	771"
